lane,time,xloc,yloc,muX,muY,sigX,sigY,line_integral
2,210.3873417721519,164.385522,29.018328,-1.7185165882110596,70.65129852294922,0.833642840385437,0.08326636254787445,1.6027663398582806e-05
2,210.826582278481,164.652798,29.355712,-1.7272413969039917,71.84343719482422,0.8227686882019043,0.08151107281446457,1.6027663398582806e-05
2,211.26582278481013,164.912093,29.684589,-1.7356590032577515,73.0326156616211,0.8121790289878845,0.07981587946414948,1.6027663398582806e-05
2,211.70506329113923,165.158652,30.002455,-1.7437769174575806,74.22076416015625,0.8018380999565125,0.0781731829047203,1.6027663398582806e-05
2,212.14430379746835,165.40014,30.314348,-1.751604437828064,75.40966796875,0.7917157411575317,0.07657665759325027,1.6027663398582806e-05
2,212.58354430379745,165.629748,30.613595,-1.7591499090194702,76.60094451904297,0.781785786151886,0.07502122968435287,1.6027663398582806e-05
2,213.02278481012658,165.860205,30.905015,-1.7664235830307007,77.79610443115234,0.7720248699188232,0.07350287586450577,1.6027663398582806e-05
2,191.5,146.41715,5.948182,-0.10845669358968735,2.140744209289551,9.14656925201416,3.6913089752197266,3.1568991805722314e-05
2,191.93924050632913,146.797138,6.448894,-0.20779767632484436,3.6500320434570312,4.245152473449707,1.9923146963119507,3.156899180572231e-05
2,192.37848101265823,147.198514,6.959044,-0.33726444840431213,5.722363471984863,2.481182336807251,1.20203697681427,3.156899180572231e-05
2,192.81772151898736,147.607212,7.48813,-0.5107651352882385,8.089223861694336,1.8267381191253662,0.8815978765487671,3.156899180572231e-05
2,193.25696202531645,148.026187,8.037412,-0.704253077507019,9.942740440368652,1.4170551300048828,0.670250415802002,3.156899180572231e-05
2,193.69620253164558,148.457789,8.599205,-0.9034379720687866,11.850540161132812,1.1500930786132812,0.5259459614753723,3.156899180572231e-05
2,194.13544303797468,148.906711,9.177296,-1.1072949171066284,13.657076835632324,0.9569252133369446,0.4285813271999359,3.156899180572231e-05
2,194.5746835443038,149.367339,9.767884,-1.3204635381698608,15.484147071838379,0.8153896331787109,0.3625233769416809,3.156899180572231e-05
2,195.0139240506329,149.838446,10.379919,-1.5526304244995117,17.327144622802734,0.7044249773025513,0.31520405411720276,3.156899180572231e-05
2,195.45316455696204,150.31573,11.006912,-1.817893385887146,19.239852905273438,0.615554690361023,0.27919286489486694,3.156899180572231e-05
